text,label,title
nobody knows which came first the economic crisis in greece or shisha the drug now known as the cocaine of the poor but what everyone knows is that shisha is a killer and it costs only or less a hitn it is the worst kind of drug it burns your insides it makes you aggressive and makes you go totally mad said maria a former heroin addict but it is cheap and it is easy to get and it is what everyone is takingn this drug crisis has put athenss health authorities already having to deal with large financial cuts under further strainn the drug of preference for thousands of homeless greeks forced on to the streets by poverty and despair shisha is described by both addicts and officials as a drug that is related to crystal meth the synthetic drug is frequently mixed with battery acid engine oil and even shampoo it has the potential to send users into a state of mindless violence and even worse it is not only easily available but also easy to maken it is a killer but it also makes you want to kill konstantinos a drug addict said you can kill without understanding that you have done it and it is spreading faster than death a lot of users have diedn for charalampos poulopoulos the head of kethea greeces antidrug centre shisha symbolizes the crisis that has led to record levels of destitution and unemployment it is he said an austerity drug it is the response of dealers who have become more and more clever at producing synthetic drugs designed for those who can no longer afford more expensive highs from such drugs as heroin and cocainen the crisis has given dealers the possibility to promote a new cheap drug a cocaine for the poor said poulopoulos at a centre for addicts in exarcheia in athens shisha can be sniffed or injected and it can be made in home laboratories you dont need any specialized knowledge it is extremely dangerousn across greece six years of recession have been brutal and cruel depression together with drug and alcohol abuse has risen dramatically crime has soared as a result of austerity measures that have cut the income of ordinary greeks by prostitution the easiest way of paying for drugs has similarly skyrocketedn many women agree to have unprotected sex because that way theyll make more money said eleni marini a psychologist with kethea shisha has been linked to a very intense sexual drive but it attacks your ability to think clearly and were seeing a lot more pregnancies among drug addicts who engage in prostitution in two sex workers gave birth on the streets of athensn as the number of suicides has also increased and hiv infections are spreading drug addicts a population believed to be around have become increasingly selfdestructive and experts say young greeks marginalized by record rates of unemployment at greece has the highest youth unemployment in the eu are leading the wayn the crisis has created a widespread sense of pessimism said poulopoulos for those who might have stopped taking drugs there is now no incentive instead theres an atmosphere of misery where people who know they wont find work are becoming a lot more selfdestructive in athens where the economic crisis has hit hardest shisha is part of thatn just when the need for help has never been greater statefunded organizations such as kethea have had their money cut by a third at the request of the european commission european central bank and international monetary fund these organizations are trying to stop the greek economy from sinkingn since the financial crisis began in kethea has lost of its staff the cuts come despite studies that show that for every euro they spend on antidrug programmes such as kethea the greek state saves about in costs to the criminal justice and healthcare systems the cuts we have witnessed are a false economy a huge mistake said poulopoulosn on the streets of athens where shisha is growing in popularity there is a fear that austerity not only doesnt work it killsn n n,in,Greeks and drugs
throughout a momentous day at liverpools anglican cathedral for the families of the people who died so needlessly at sheffield wednesdays hillsborough football ground one phrase dominated above all else the truth these were the words most infamously abused by a headline in the sun newspaper above stories which we now know in extraordinarily shocking detail were fed by the south yorkshire police to deflect their own culpability for the disaster on to the innocent victims margaret aspinall whose son james then died at what should have been a joyful day out an fa cup semifinal between liverpool and nottingham forest said the families had been forced to fight for years for just that the truth aspinall chair of the hillsborough family support group said that although the families loss would never fade she was delighted at the unequivocal profound apology given for hillsboroughs savage failings by david cameron the hillsborough independent panel had inspected documents generated by the police sheffield wednesday and all other bodies responsible and delivered its remarkable page report indicting official failings and vindicating the victims and football supporters some of what happened to cause the disaster and the polices subsequent blameshifting has been exposed before but the depth of what the families call a coverup in particular the deliberate police campaign to avoid its own responsibilities and falsely blame the supporters was still startling in a concerted campaign led the panel found by the chief constable peter wright the south yorkshire police put out their story that drunken supporters or those without tickets had caused the disaster the victims had their blood tested for alcohol levels this was an exceptional decision the panel said for which it found no rationale when victims had alcohol in their blood the police then checked to find if they had criminal records the report substantially authored by professor phil scraton of queens university belfast and unanimously agreed by the panel of eight experts found there was no evidence to verify the serious allegations of exceptional levels of drunkenness ticketlessness or violence among liverpool fans the report found that even as the nightmare began for the families of the victims wright was meeting his police federation in a sheffield restaurant to prepare a defence and a rock solid story the secretary of the south yorkshire police federation branch constable paul middup told the restaurant meeting before wright turned up the chief constable had said the truth could not come from him but had given the secretary a totally free hand and supported him as had many senior officers the meeting was held just four days after the disaster it was the day that the sun splashed its headline the truth over lies fed to it by four senior south yorkshire police officers middup was encouraged to continue this police campaign of defaming liverpool supporters for supposed drunkenness and misbehaviour and to get the message togetherness across to the force the panels report sustained the allegation made in parliament that the orchestrated changing of junior officers statements by senior south yorkshire police officers amounted to a black propaganda unit the officers statements presented as official police accounts to the subsequent inquiry were changed to delete criticism of the police themselves on the day and largely emphasize misbehaviour by supporters the panel found that of statements were amended to remove or alter comments unfavourable to south yorkshire police the police had claimed this was done only to remove conjecture and opinion from the statements but the panel had no doubt the operation to craft a case rather than deliver truthful police accounts went further it was done to remove criticism of the police scraton said this propaganda did not convince the original inquiry which ruled as quickly as august that the police stories of fan drunkenness and misbehaviour were false and criticized the police for making the claims the report revealed that sheffield wednesdays football ground was unsafe in crucial respects that the football association had selected it as the venue for the match without even checking if hillsborough had a valid safety certificate which it did not in that landscape of neglect it was the mismanagement of the crowd by the police commanded by an inexperienced chief superintendent david duckenfield that was the prime cause of the disaster the police lost control outside the ground where liverpool fans had to be funnelled through just turnstiles so duckenfield ordered a large exit gate to be opened and a large number of people to be allowed in his blunder of the first magnitude according to the inquiry was the failure to close off the tunnel that led to the already overcrowded central section of the leppings lane terrace the inquiry report established this but the police undaunted repeated their claims to the subsequent inquest its procedure was marked by the coroners decision not to take evidence of what happened after pm on the day of the disaster thereby excluding an emergency response the panel found to have been chaotic the finding that of the who died could possibly have been saved had the police and ambulance service done their jobs decently is damning of those bodies and aspinall said difficult for the families to contemplate in the light of the panels report the attorney general will now consider whether to apply to the high court for the inquest verdict of accidental death to be quashed and a new inquest held there may be prosecutions too after all these years of sheffield wednesday south yorkshire police and sheffield city council which failed in its duty to oversee the safety of the football ground trevor hicks the president of the hfsg both of whose teenage daughters sarah and victoria died in the crush said the truth is out today tomorrow is for justice n,adv,Hillsborough
ninetysix people died at sheffield wednesdays hillsborough stadium in during an extraordinary day years later at liverpool cathedral where the families of the victims met to see a report on the disaster the most important words were the truth this was the headline in the sun newspaper we now know that the story in the newspaper was false and that the police gave them the story margaret aspinalls son james then died at the match between liverpool and nottingham forest she said the families had to fight for years for the truth she said that the families sadness will never go away but she is very pleased that the prime minister said sorry for hillsborough an independent panel looked at documents written by the police sheffield wednesday and all the other groups involved the panel then wrote a page report in the report they criticize official mistakes and say that the victims and other fans were not to blame we already knew the cause of the disaster but we didnt know that the police coverup was so big it is shocking how the police blamed the football fans for the disaster the panel found that the south yorkshire police led by the chief constable peter wright told their story that drunken fans or those without tickets caused the disaster they tested the victims blood for alcohol when victims had alcohol in their blood the police then checked to find if they had criminal records the police said that many liverpool fans were very drunk were without tickets and were very violent but the report found no evidence for this the report said that wright met with police in a sheffield restaurant to prepare a defence and a story the meeting happened just four days after the disaster it was the day that the sun newspaper published its headline the truth and the story by four senior south yorkshire police officersn the panel found that officers statements were changed to remove criticism of the police and emphasize bad behaviour by fans the panel found that of statements were changed to remove or change negative comments about south yorkshire police the police said this was done only to remove opinion from the statements but the panel said they did more than that it was done to remove criticism of the police the report said the original inquiry did not believe this propaganda it decided in august that the police stories of fan drunkenness and violence were false and it criticized the police for telling lies it said that sheffield wednesdays stadium was unsafe that the football association chose that stadium for the match without even checking if it had a safety certificate it did not have a certificate but the main cause of the disaster was the way the police controlled the crowd the police lost control outside the stadium where liverpool fans had to go through just small entrance gates so police opened a large exit gate and lots of people were allowed in they did not close one of the tunnels and the inquiry said this was their big mistake but the police still repeated their lies at the inquest the coroner decided not to take evidence of what happened after pm on the day of the disaster so he did not look at the chaotic behaviour of the police and the ambulance service the panel found that if the police and ambulance service had done their jobs better they could have saved of the lives lost there may now be a new inquest there may be prosecutions too after all these years of sheffield wednesday south yorkshire police and sheffield city council which was responsible for the safety of the stadium trevor hicks whose two daughters died in the disaster said the truth is out today hicks said tomorrow is for justicen,ele,Hillsborough
during a momentous day at liverpool cathedral for the families of the people who died so needlessly at sheffield wednesdays hillsborough football ground you could hear one phrase again and again the truth these were the words used in a headline in the sun newspaper we now know that the story in the newspaper was given to the paper by the south yorkshire police to move the blame for the disaster onto the innocent victimsn margaret aspinalls son james then died at the match between liverpool and nottingham forest she said the families had had to fight for years for the truth aspinall chairperson of the hillsborough family support group said that the families loss would never go away but she was delighted that the prime minister gave a profound apology for hillsboroughn an independent panel studied documents created by the police sheffield wednesday and all other bodies responsible then it produced a page report criticizing official mistakes and highlighting the fact that the victims and other fans were not responsible some of the causes of the disaster have been exposed before but the depth of the coverup was still shocking in particular the police campaign to falsely blame the supportersn the panel found that the south yorkshire police led by the chief constable peter wright told their story that drunken supporters or those without tickets had caused the disaster the victims blood was tested for alcohol levels this was an exceptional decision the panel said and it found no rationale for it when victims had alcohol in their blood the police then checked to find if they had criminal records the report found there was no evidence to prove the serious allegations of exceptional levels of drunkenness ticketlessness or violence among liverpool fansn the report found that wright met his police federation in a sheffield restaurant to prepare a defence and a rocksolid story the meeting was held just four days after the disaster it was the day that the sun newspaper published its headline the truth over lies told to it by four senior south yorkshire police officersn the panel found that officers statements were changed to delete criticism of the police and emphasize misbehaviour by supporters the panel found that of statements were changed to remove or change negative comments about south yorkshire police the police had claimed they changed statements only to remove opinion but the panel had no doubt they did more than that it was done to remove criticism of the police the report saidn this propaganda did not convince the original inquiry it found in august that the police stories of fan drunkenness and misbehaviour were false and criticized the police for making the claims it revealed that sheffield wednesdays football ground was unsafe that the football association had chosen it as the stadium for the match without even checking if it had a valid safety certificate it did notn but it was the mismanagement of the crowd by the police led by an inexperienced chief superintendent david duckenfield that was the main cause of the disaster the police lost control outside the ground where liverpool fans had to go through just turnstiles so duckenfield ordered a large exit gate to be opened and a large number of people to be allowed in his mistake according to the inquiry was the failure to close the tunnel that led to the central section behind the goal which was already overcrowdedn but the police still repeated their claims at the inquest the coroner decided not to take evidence of what happened after pm on the day of the disaster so the chaotic emergency response was not examined the panel found that of the who died could possibly have been saved if the police and ambulance service had done their jobs properlyn following the panels report the attorney general will now decide whether to have a new inquest there may be prosecutions too after all these years of sheffield wednesday south yorkshire police and sheffield city council which failed in its duty to oversee safety of the football ground trevor hicks president of the hillsborough family support group whose two teenage daughters died in the disaster said the truth is out today tomorrow is for justicen n n,in,Hillsborough
crunchy full of protein and to be found under a rock near you insects have long been overlooked as food in all but a handful of places around the world but now they are crawling closer and closer to our plates spring will see a drive towards removing the yuck factor and putting insects not just on experimental gastronomic menus but also on supermarket shelves in april there will be a festival in london pestival a wellcome trustbacked insect appreciation event where the consumption of creepycrawlies comes high on the agenda it will feature a twoday popup restaurant by the nordic food lab the scandinavian team behind the danish restaurant noma which brought ants to the table for a sellout tenday run at claridges hotel in mayfair in noma has been named the worlds best restaurant by restaurant magazine for three years running its chef ren redzepi says that ants taste like lemon and a pure of fermented grasshoppers and moth larvae tastes like a strong fish sauce bee larvae make a sweet mayonnaise used in place of eggs and scientists are constantly coming up with new ways to use little creatures in march a bbc documentary will feature food writer stefan gates searching out and eating deepfried locusts and barbecued tarantulas but behind all the gimmicks and jokes about flies in the soup there is a deeply serious message many experts believe there is a clear environmental benefit to humans eating creepycrawlies the uns food and agriculture organization fao has been funding projects since aimed at promoting the eating and farming of insects in southeast asia and africa where an estimated two billion people already eat insects and caterpillar larvae as a regular part of their diet in the fao published a list of edible species of insect and with sponsorship from the dutch government plans a major international conference on this valuable food source in insects are plentiful globally for every human there are tonnes of insects so there is not too much chance of them being endangered and they are unlikely to have been dosed with chemicals i know its taboo to eat bugs in the western world but why not redzepi has said you go to southeast asia and this is a common thing you read about it from all over the world that people are eating bugs if you like mushrooms youve eaten so many worms you cannot imagine but also we eat honey and honey is the vomit of a bee think of that next time you pour it into your tea he said that the basic premise behind nordic food lab was nothing is not edible insects are critical to life on earth and with more than a million species are the most diverse group of creatures on the planet yet they are misunderstood hated and often put to death by humans just because they are there over the next years the planets human population will increase to nine billion already one billion people do not get enough food the increase will mean more pressure on agricultural land water forests fisheries and biodiversity resources as well as nutrients and energy supplies the cost of meat is rising not just in terms of hard cash but also in terms of the amount of rainforest that is destroyed for grazing or to grow feedstuff for cattle there is also the issue of methane excreted by cows the livestock farming contribution in terms of greenhouse gas emissions is enormous of the planets methane of its nitrous oxide and of the carbon dioxide edible insects emit fewer gases contain highquality protein vitamins and amino acids and have a high foodconversion rate needing a quarter of the food intake of sheep and half of pigs and chickens to produce the same amount of protein they emit fewer greenhouse gases and less ammonia than cows and can be grown on organic waste china is already successfully setting up huge maggot farms zimbabwe has a thriving mapone caterpillar industry and laos was given nearly by the fao to develop an insectharvesting project its already big business in the uk though not always official a man was recently detained by gatwick customs as he stepped off a flight from burkina faso with kilos of mapone worth nearly in his luggage a study by foodservicewarehousecom suggested that swapping pork and beef for crickets and locusts could help to reduce greenhouse gas emissions by as much as but perhaps the fairest thing about eating worms and insects comes when we are dead then they get a chance to nibble their own back n,adv,Insects
in the west people do not usually eat insects but in some parts of the world insects are an important food and in spring there will be an effort to show people that eating insects is not disgusting and we may soon be able to buy insects in supermarkets in april there will be a festival in london pestival where there will be a discussion about the question of eating insects the festival will include a restaurant by the nordic food lab the scandinavian team behind the danish restaurant noma which brought extremely popular insect dishes to claridges hotel in london in noma has been named the best restaurant in the world by restaurant magazine for three years its chef ren redzepi says that ants taste like lemon and a mixture of grasshoppers and moth larvae tastes like a strong fish sauce bee larvae make a sweet mayonnaise used instead of eggs and scientists find new ways to use insects all the time in march a bbc documentary will show a food writer eating deepfried locusts and barbecued spiders but behind all the jokes there is a very serious message many experts believe that if humans eat insects it will be very good for the environment the uns food and agriculture organization fao gives money to projects that show people they can eat and farm insects in southeast asia and africa in these places about two billion people already eat insects and larvae as a normal part of their diet in the fao published a list of edible species of insect and plans a major international conference on this valuable food source in there are lots of insects there are tonnes of insects for every person in the world so they will not become endangered i know its taboo to eat bugs in the west but why not redzepi said you go to southeast asia and this is a common thing you read about it from all over the world that people are eating insects we eat honey and honey is the vomit of a bee think of that next time you put it into your tea he said that the basic idea behind nordic food lab is that you can eat everything insects are very important to life on earth and they are the most diverse group of animals on the planet there are more than a million species but most people hate them and often kill them in the next years the planets human population will increase to nine billion already one billion people do not get enough food the increase will put more pressure on agricultural land water forests fisheries and resources and also food and energy supplies the cost of meat is increasing it costs more money now but also people have to destroy a lot of rainforest to make fields or to grow food for cows cows also make methane the farming of cows pigs and sheep makes very big amounts of greenhouse gases of the planets methane of its nitrous oxide and of the carbon dioxide edible insects make fewer gases contain highquality protein vitamins and amino acids and only need a quarter of the food that sheep need to make the same amount of protein you can grow them on organic waste china is already building huge maggot farms zimbabwe is growing caterpillars and laos is developing an insectharvesting project one study says that eating crickets and locusts and not eating pork and beef could help to reduce greenhouse gas emissions by up to n,ele,Insects
insects are not usually seen as food except in a few regions of the world but now they are crawling closer and closer to our plates in spring there will be an effort to show people that eating insects is not disgusting and also an attempt to put insects on supermarket shelvesn in april there will be a festival in london pestival where the consumption of creepycrawlies will be discussed the festival will include a restaurant by the nordic food lab the scandinavian team behind the danish restaurant noma which brought dishes that included ants to claridges hotel in mayfair in an event that was mostly sold outn noma has been named the worlds best restaurant by restaurant magazine for three years its chef ren redzepi says that ants taste like lemon and a pure of fermented grasshoppers and moth larvae tastes like a strong fish sauce bee larvae make a sweet mayonnaise used instead of eggs and scientists are constantly finding new ways to use insectsn in march a bbc documentary will show food writer stefan gates looking for and eating deepfried locusts and barbecued spiders but behind all the jokes there is a very serious message many experts believe there is a clear environmental benefit to humans eating insectsn the uns food and agriculture organization fao has been funding projects since that aim to promote the eating and farming of insects in southeast asia and africa where an estimated two billion people already eat insects and larvae as a regular part of their diet in the fao published a list of edible species of insect and plans a major international conference on this valuable food source in there are tonnes of insects so there is not too much chance that they will become endangered i know its taboo to eat bugs in the western world but why not redzepi has said you go to southeast asia and this is a common thing you read about it from all over the world that people are eating insects if you like mushrooms youve eaten so many worms you cannot imagine but also we eat honey and honey is the vomit of a bee think of that next time you put it into your tean he said that the basic idea behind nordic food lab was nothing is not ediblen insects are critical to life on earth and with more than a million species are the most diverse group of creatures on the planet but they are misunderstood hated and often killed by humans just because they are theren over the next years the planets human population will increase to nine billion already one billion people do not get enough food the increase will put more pressure on agricultural land water forests fisheries and resources as well as nutrients and energy suppliesn the cost of meat is rising not just in terms of money but also in terms of the amount of rainforest that is destroyed for fields or to grow food for cattle there is also the issue of methane produced by cows in terms of greenhouse gas emissions the contribution by livestock farming is enormous of the planets methane of its nitrous oxide and of the carbon dioxiden edible insects produce fewer gases contain highquality protein vitamins and amino acids and need only a quarter of the food that sheep need and half that of pigs and chickens to produce the same amount of protein they produce fewer greenhouse gases and less ammonia than cows and can be grown on organic waste china is already successfully setting up huge maggot farms zimbabwe has a thriving caterpillar industry and laos was given nearly by the fao to develop an insectharvesting projectn a study by foodservicewarehousecom suggested that giving up pork and beef and eating crickets and locusts instead could help to reduce greenhouse gas emissions by up to but perhaps the fairest thing about eating worms and insects comes when we are dead then they get a chance to eat usn,in,Insects
it began with a bogus scallop but a menu scandal that has engulfed some of japans most prestigious hotels and department stores now threatens to undermine the international reputation of the countrys vaunted cuisine since one luxury hotel chain admitted lying about the provenance of ingredients on its menus japanese media have served up almost daily revelations of similar transgressions by restaurants run by wellknown hotels and department stores the frenzy began when the hankyuhanshin hotel chain based in osaka admitted it had given false descriptions of dozens of menu items at some of its restaurants between and october affecting an estimated diners among the chief menu misdemeanours was a red salmon caviar dish that turned out to be the less sumptuous eggs of the flying fish a televised attempt by the hotel groups president hiroshi desaki to limit the damage by announcing a pay cut for himself and for other executives failed to mollify angry consumers days later desaki resigned conceding that the hotel group had betrayed our customers although he added we never had the intention to deceive them one of the hotels head chefs later declined a medal of honour he was due to receive from the government the company has so far refunded more than consumers to the tune of m yen the eventual bill is expected to reach m yen japans version of the uk horsemeat scandal has since spread to several household names in catering while as in the uk no one has fallen ill from eating mislabelled produce the outbreak of anger shows no sign of abating consumers who believed they had eaten prized kuruma shrimps for example were told they had in fact dined on the much cheaper black tiger version the first incident went almost unnoticed the prince hotel in tokyo was forced to come clean after a diner complained in a blogpost that a scallop dish he had ordered contained a similar but cheaper type of shellfish the hotel launched an investigation and went on to correct more than menu items at dozens of its restaurants its report scared hankyuhanshin and other hoteliers into admitting that they too had hoodwinked diners who believed they were paying high prices for premium ingredients the hotel okura chain whose guests have included barack obama confessed myriad sins including injecting beef with fat to make it juicier and incorrectly describing tomatoes as organic we deeply apologize for betraying the expectations and confidence of our clients it said in a statement the list of fraudulent ingredients continues to grow orange juice from cartons sold as freshly squeezed mont blanc desserts topped with korean chestnuts instead of the promised french ones boughtin chocolate cream masquerading as homemade imported beef sold as highend wagyu even the governments top spokesman yoshihide suga was moved to comment on the scandal these incidents have surfaced one after the other and this inappropriate labelling has resulted in the loss of trust among consumers he told reporters these are clearly coverups the fraudulent menu scandal has exploded at just the wrong time japan is trying to persuade south korea and other countries to lift bans on food imports imposed in response to the fukushima nuclear accident while unesco is considering a request to add japanese cuisine to its intangible cultural heritage list one local newspaper ran the headline japans proud food culture in tears while the mass circulation yomiuri shimbun said it was astonished by the industrys lack of morals the newspaper voiced concerns that the scandal could harm the credibility of brand japan products and services which are praised by foreign countries and tourists for their safety and security industry experts said the global financial crisis in had forced luxury hotels to cut costs while attempting to woo diners with detailed menu descriptions menu descriptions were created to meet consumers preference for brand products and when they couldnt obtain the ingredients stated on the menu hotels just used food from different places of origin hiroshi tomozawa a hotel and restaurant consultant told kyodo news while they count the cost to their reputations the hotels and restaurants involved are unlikely to face legal action menus are not covered by the agricultural standards law or by a new food labelling law due to go into effect in the authorities only legal weapon is a law banning misleading representations of goods and services the industrys biggest nemesis will be japans discerning and demanding consumers in a poll conducted by an online restaurant guide of respondents said provenance was the most important factor in selecting dishes from a menu followed by calorific and nutritional details n,adv,Japan menu
a menu scandal at some of japans top hotels and department stores is damaging the international reputation of japanese food one luxury hotel group admitted that it lied about ingredients on its menus since then there have been similar stories from restaurants run by famous hotels and department stores in japan the story began when the hankyuhanshin hotel group admitted that it gave false descriptions of menu items at some of its restaurants between and october for example the red salmon caviar that customers ordered was in fact the eggs of the flying fish the hotel groups president hiroshi desaki went on television to announce a pay cut for himself and for other executives but this did not make customers less angry days later desaki resigned he said that the hotel group had betrayed their customers so far the company has refunded million yen to more than consumers in total they will refund million yen customers who believed they ate expensive kuruma shrimps were told they in fact ate much cheaper black tiger shrimps the scandal started when a customer complained in a blogpost that a scallop dish he ordered at the prince hotel in tokyo contained a similar but cheaper type of shellfish the hotel investigated the complaint and as a result corrected more than menu items at dozens of its restaurants its report scared hankyuhanshin and other hoteliers into admitting that they too lied to customers who believed they were paying high prices for top ingredients the hotel okura group where barack obama has stayed said they also injected beef with fat to make it juicier and incorrectly described tomatoes as organic we apologize for lying to our clients it said the list of fraudulent ingredients gets bigger orange juice from cartons that was sold as freshly squeezed mont blanc desserts with korean chestnuts instead of the french ones on the menu shopbought chocolate cream that the menu said was homemade imported beef sold as expensive wagyu beef the menu scandal has come at the wrong time japan is trying to persuade south korea and other countries to start to buy japanese food again after the fukushima nuclear accident food industry experts said the global financial crisis in forced luxury hotels to save money menu descriptions were created to sound good to the customers and when hotels couldnt get the ingredients on the menu they just used food from different places hiroshi tomozawa a hotel and restaurant consultant told kyodo newsn,ele,Japan menu
it began with a bogus scallop but a menu scandal that has affected some of japans top hotels and department stores now threatens the international reputation of the countrys foodn since one luxury hotel chain admitted lying about ingredients on its menus japanese media have written stories of similar incidents in restaurants run by wellknown hotels and department storesn the story began when the hankyuhanshin hotel chain based in osaka admitted it had given false descriptions of dozens of menu items at some of its restaurants between and october which affected an estimated dinersn one of the worst menu misdemeanours was a red salmon caviar dish that was actually the less luxurious eggs of the flying fishn the hotel groups president hiroshi desaki went on television to announce a pay cut for himself and for other executives but this did not make consumers any less angryn days later desaki resigned saying that the hotel group had betrayed our customers one of the hotels head chefs later declined a medal of honour he was going to receive from the governmentn the company has so far refunded million yen to more than consumers the final bill is expected to reach million yenn consumers who believed they had eaten expensive kuruma shrimps were told they had in fact eaten the much cheaper black tiger versionn the scandal started when a diner complained in a blogpost that a scallop dish he had ordered at the prince hotel in tokyo contained a similar but cheaper type of shellfishn the hotel started an investigation and as a result corrected more than menu items at dozens of its restaurants its report scared hankyuhanshin and other hoteliers into admitting that they too had hoodwinked diners who believed they were paying high prices for top ingredientsn the hotel okura chain whose guests have included barack obama said they had also injected beef with fat to make it juicier and incorrectly described tomatoes as organicn we deeply apologize for betraying the expectations and confidence of our clients it said in a statementn the list of fraudulent ingredients continues to grow orange juice from cartons sold as freshly squeezed mont blanc desserts topped with korean chestnuts instead of the promised french ones shopbought chocolate cream that the menu said was homemade imported beef sold as expensive wagyun even the governments top spokesman yoshihide suga commented on the scandal this inappropriate labelling has resulted in the loss of trust among consumers he told reportersn the fraudulent menu scandal has exploded at just the wrong time japan is trying to persuade south korea and other countries to lift a ban on food imports that began after the fukushima nuclear accident and unesco is considering a request to add japanese cuisine to its cultural heritage listn one local newspaper had the headline japans proud food culture in tears while the newspaper yomiuri shimbun said it was shocked by the industrys lack of moralsn industry experts said the global financial crisis in had forced luxury hotels to cut costs while attempting to woo diners with detailed menu descriptionsn menu descriptions were created to meet consumers preferences and when they couldnt get the ingredients on the menu hotels just used food from different places hiroshi tomozawa a hotel and restaurant consultant told kyodo newsn the industrys biggest problem will come from japans demanding consumers in of diners in japan said that when they were choosing from a menu where the food is from was the most important thing for them followed by the amount of calories and other nutritional detailsn n n,in,Japan menu
the problem with google glasses says takahito iguchi is that theyre not cool he has a point theres already a website dedicated to people wearing them looking either ridiculous or smug or more often both it possibly wasnt googles smartest move to release the first pairs to software developers rather than say supermodels or scarlett johansson search google images and one of the first hits is a picture of a large naked man wearing them in the shower and its this that iguchi a japanese entrepreneur hopes may be googles achilles heel he is launching a competitor that is a bit more stylized a bit more blade runner a bit more japanese iguchis augmented reality glasses which arent really glasses so much as a single piece of metal with a camera and a microprojector are called telepathy one and after unveiling them at the south by southwest festival in austin texas they have attracted m of venture capital like glass telepathy one is due to launch in its a strippeddown simplified version of google glass whereas glass is he says an egotistical device with a range of uses you can surf the net read emails take photographs do unspecified things with as yet unspecified apps telepathy will be more of a communication device connected via bluetooth to your phone it will focus on real time visual and audio sharing youll be able to post photos and videos from your line of vision on facebook or send them as an email or see and speak to a floating video image of a friend it will help bring you close to your friends and family we are very focused on the communication and sharing possibilities says iguchi who has worked in the japanese tech industry for years most recently developing a locationbased phone app called sekai camera of course not everyone wants to get closer to the man in the futuristic headset i point out iguchi shakes his head im a visionary i have a dream that people will understand other people when i go to london i am a stranger sometimes i feel fear but i believe that everyone wants to be understood and to understand each other and with this device you can know more information about people before you even speak to them compared to the likes of google of course telepathy is a minnow not that this seems to daunt takahito iguchi in his shared office space in san francisco a cool converted warehouse in the heart of startup land filled with twentysomethings he quotes sun tzus the art of war and points out that even tiny armies can sometimes beat mighty forces when he was growing up japanese technology ruled the world the sony walkman was the iphone of its day now to compete hes had to quit tokyo for silicon valley tokyo is very rich in fashion and culture but its still an island its isolated there is not any way to expand whereas in silicon valley everyone is from everywhere its where you come to connect globally the hardware will be made in japan while he is putting together a team of software engineers in the us to develop its applications on the day i meet him hes being shadowed by a news crew from japan who are interested in the new wave of japanese entrepreneurs being forced to leave their homeland we are losing our confidence the correspondent takashi yanagisawa tells me and we need to find a way to regain our power iguchi is kind of like the new frontier we hope he might be a new solution building the prototype of telepathy one was easy iguchi says we have every sort of technology in tokyo it is presenting it to the world that is the challenge the leading manufacturers are lining up to work with him he says because they have the technology they just struggle to sell it there needs to be a story to the product like apple did with the ipod songs in your pocket and the way they positioned themselves against microsoft and ibm it was like the story of david and goliath and steve jobs was inspired by akio morita the cofounder of sony and he inspired me so maybe it will come in a circle maybe he certainly has the confidence of jobs although with a thick japanese accent he sometimes struggles to make himself understood a fact that may have contributed to telepathy ones conception when he went to london to present the headset at the prestigious founders forum he stayed in an airbnb the house owner was not my friend but i talked with him for three hours and now he is my friend that is how long it takes to understand each other to share our feelings and background and career maybe telepathy makes that shorter if you are getting info from the cloud and social networks that will happen more easily and this man is involved in getting investment from uk to africa and he was very excited about telepathy that it would be a way of educating people about africa of showing them other peoples point of view this is iguchis fondest hope that seeing somebody elses literal point of view will help you to see their metaphorical point of view as a student he explains he studied philosophy by day and taught himself how to code by night and one day i opened the door of my apartment and i suddenly realized that everything is code that was my enlightenment everything is coded and is shareable between humans and everything can be encoded and decoded and if code is exchangeable between humans that will end all war against each other n,adv,Japan
